,Unnamed: 0,year,make,model,final_price,mileage,engine,zipcode,engine string
8130,8130,1965,Honda,Honda Motorcycles,11250.0,22000,305.0,32960,305cc Four-Stroke SOHC Parallel Twin
8132,8132,2003,Mercedes-Benz,Mercedes-Benz CLK-Class,12300.0,61000,5000.0,66030,5.0-Liter M113 V8
8134,8134,1992,Mercedes-Benz,Mercedes-Benz W124 E-Class,11000.0,178000,3000.0,97303,3.0-Liter Inline-Six
8135,8135,1978,Pontiac,Pontiac Firebird,30250.0,68000,6554.8,99224,400ci V8
8136,8136,1995,Mercedes-Benz,Mercedes-Benz W140 S-Class,18277.0,42000,6000.0,19968,6.0-Liter M120 V12
8140,8140,1997,Ferrari,Ferrari 550 Maranello,231000.0,22000,5500.0,90069,5.5-Liter V12
8142,8142,1967,Amphicar,Amphicar Model 770,88000.0,15000,1147.0,55082,"1,147cc OHV Inline-Four"
8144,8144,1988,BMW,BMW E28 M5,63500.0,80000,3500.0,35233,3.5-Liter Inline-Six
8145,8145,1968,Buick,Buick Skylark,27750.0,94000,6554.8,74146,400ci V8
8146,8146,2011,Bentley,Bentley Continental Flying Spur,53100.0,52000,6000.0,10549,Twin-Turbocharged 6.0-Liter W12
8147,8147,2011,Mercedes-Benz,Mercedes-Benz W221 S-Class,27000.0,95000,5500.0,90212,Twin-Turbocharged 5.5-Liter M157 V8
8150,8150,1969,Triumph,Triumph Motorcycles,8850.0,12000,649.0,32720,649cc Parallel Twin
8151,8151,1972,Chevrolet,Chevrolet Corvette C3,35250.0,83000,7439.698,32080,454ci LS5 V8
8155,8155,1993,BMW,BMW E31 8-Series,40000.0,61000,5000.0,91367,5.0-Liter M70 V12
8156,8156,1988,Saab,Saab 900,13750.0,58000,2000.0,2703,2.0-Liter Inline-Four
8157,8157,2000,BMW,BMW E39 M5,52013.0,40000,4900.0,44302,4.9-Liter V8
8158,8158,1982,DeLorean,DeLorean DMC-12,52000.0,16000,2850.0,44612,2.85-Liter V6
8159,8159,1973,Triumph,Triumph TR6,19500.0,34000,2500.0,29072,2.5-Liter Inline Six
8161,8161,2003,Hummer,Hummer H1,235000.0,4000,6600.0,85040,6.6-Liter Duramax Turbodiesel V8
8162,8162,2007,Mercedes-Benz,Mercedes-Benz W221 S-Class,32500.0,17000,5500.0,32789,5.5-Liter M273 V8
8163,8163,1973,BMW,BMW E9 Coupe,65500.0,34000,3000.0,7006,3.0-Liter M30 Inline-Six 
8165,8165,1957,Chevrolet,Chevrolet Tri-5,41000.0,66000,4637.521,33922,Replacement 283ci V8
8167,8167,2002,Jaguar,Jaguar XKR,22500.0,25000,4000.0,3902,Supercharged 4.0-Liter V8
8168,8168,2003,BMW,BMW E46 M3,37000.0,26000,3200.0,29690,3.2-Liter Inline-Six
8170,8170,1965,Ford,Ford Mustang 1964.5-1966,42750.0,83000,4735.843,32034,Replacement 289ci V8
8171,8171,1970,Mercedes-Benz,Mercedes-Benz W113 SL,55000.0,82000,2800.0,27612,2.8-liter M130 Inline-Six
8172,8172,1994,Chevrolet,Chevrolet Corvette C4,38100.0,14000,5700.0,63010,5.7-Liter LT5 V8
8173,8173,2000,Mercedes-Benz,Mercedes-Benz R129 SL,23650.0,30000,5000.0,94070,5.0-Liter V8
8174,8174,2016,Porsche,Porsche Cayenne,50000.0,36000,3000.0,53114,3.0-Liter Turbodiesel V6
8175,8175,1988,BMW,BMW E30 M3,60500.0,75000,2300.0,19063,2.3-Liter S14 Inline-Four
8176,8176,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,56000.0,19000,4948.874,43551,Replacement 302ci V8
8177,8177,2006,Porsche,Porsche 997 911,52500.0,11000,3600.0,60077,3.6-Liter Flat-Six
8178,8178,1986,Alfa Romeo,Alfa Romeo 105/115 Series Spider,20000.0,78000,2000.0,19968,2.0-Liter DOHC Inline-Four
8179,8179,2019,Dodge,Dodge Challenger,60600.0,253000,6200.0,13029,Supercharged 6.2-Liter Hemi V8 
8180,8180,2002,Porsche,Porsche 986 Boxster,13750.0,42000,2700.0,78681,2.7-Liter Flat-Six
8181,8181,1997,Mercedes-Benz,Mercedes-Benz W210 E-Class,17250.0,38000,4200.0,80521,4.2-Liter M119 V8
8183,8183,2011,Land Rover,Land Rover Range Rover Sport L320,39000.0,23000,5000.0,37917,Supercharged 5.0-Liter AJ113 V8
8184,8184,2008,Bentley,Bentley Azure,112500.0,10000,6750.0,34997,Twin-Turbocharged 6.75-Liter V8
8186,8186,1982,Chevrolet,Chevrolet Corvette C3,24000.0,56000,5700.0,30127,5.7-Liter L83 V8
8187,8187,1977,Datsun,Datsun 280Z,25750.0,59000,2800.0,97070,Fuel-Injected 2.8L Inline-Six
8189,8189,1977,Honda,Honda Motorcycles,8100.0,11000,999.0,57702,Liquid-Cooled 999cc Flat-Four
8190,8190,2008,Porsche,Porsche Cayenne,28000.0,164000,4800.0,10560,4.8-Liter V8
8191,8191,2007,Ford,Ford Shelby Mustang,32273.0,13000,5400.0,81007,Supercharged 5.4L V8
8193,8193,2010,Shelby,Shelby Cobra Replica,56250.0,5000,7013.636,11772,428ci FE Cobra Jet V8
8194,8194,1973,Mercedes-Benz,Mercedes-Benz W114 & W115,18500.0,84000,2200.0,7753,2.2L OM615 Diesel Inline-Four   
8196,8196,1998,BMW,BMW E36 M3,28000.0,35000,3200.0,94901,3.2-Liter Inline-Six
8197,8197,2004,Chevrolet,Chevrolet Corvette C5,20000.0,60000,5700.0,89509,5.7-Liter LS1 V8
8198,8198,1991,Porsche,Porsche 964 911,86500.0,16000,3600.0,19406,3.6-Liter Flat-Six
8200,8200,1998,BMW,BMW Z3,16100.0,52000,2800.0,94709,2.8-Liter Inline-Six
8201,8201,2002,Ford,Ford Thunderbird,21000.0,10000,3900.0,45419,3.9-Liter V8
8202,8202,2010,Land Rover,Land Rover Range Rover L322,20000.0,62000,5000.0,10541,Supercharged 5.0-Liter AJ133 V8
8203,8203,1957,Ford,Ford Thunderbird,50000.0,8000,5112.744000000001,34145,312ci Y-Block V8
8205,8205,1984,Ford,Ford Bronco II,15750.0,28000,2800.0,7719,2.8-Liter V6
8206,8206,1960,Cadillac,Cadillac Eldorado,125000.0,50000,6390.93,94901,390ci V8
8209,8209,1985,Mercedes-Benz,Mercedes-Benz W123,14000.0,133000,3000.0,20003,3.0-Liter Turbodiesel Inline-Five
8210,8210,1993,Mitsubishi,Mitsubishi 3000GT,18880.0,25000,3000.0,60563,Twin-Turbocharged 3.0-Liter V6
8211,8211,2007,BMW,BMW E63/E64 M6,29000.0,23000,5000.0,2835,5.0-Liter V10
8212,8212,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,41000.0,33000,5735.45,8853,Replacement 350ci V8
8213,8213,2014,Chevrolet,Chevrolet Camaro 5th Generation 2010-2015,47000.0,6000,6200.0,33062,Supercharged 6.2-Liter V8
8214,8214,2008,Lexus,Lexus LX SUV,34000.0,117000,5700.0,91789,5.7-Liter V8
8215,8215,1964,Ford,Ford Fairlane,25500.0,44000,7538.02,37129,460ci V8
8216,8216,1954,Sunbeam,Sunbeam Alpine,6000.0,49000,2267.0,93012,"2,267cc Inline-Four"
8217,8217,1972,Porsche,Porsche Longhood 911,105000.0,38000,2400.0,10560,2.4-Liter Flat-Six
8218,8218,1987,Land Rover,Land Rover 90 / Defender 90 (Euro Spec),30500.0,158000,2500.0,22556,Replacement 2.5L Turbodiesel Inline-Four
8220,8220,1985,Porsche,Porsche 944,28750.0,19000,2500.0,46383,2.5L Four-Cylinder
8223,8223,2013,Bentley,Bentley Continental GT,115000.0,22000,4000.0,32960,Twin-Turbocharged 4.0-Liter V8
8224,8224,1971,Datsun,Datsun 240Z,38000.0,78000,2400.0,32960,2.4-Liter Inline-Six
8225,8225,2011,Dodge,Dodge Challenger,30241.0,18000,6400.0,85281,6.4-Liter V8
8226,8226,1964,Porsche,Porsche 356,75500.0,35000,1600.0,92007,1.6-Liter Flat-Four
8227,8227,1963,Land Rover,Land Rover Series 88,19000.0,46000,2250.0,78749,2.25-Liter Inline-Four
8229,8229,1979,Mercedes-Benz,Mercedes-Benz R107 SL,14500.0,61000,4500.0,33301,4.5-Liter V8
8230,8230,2019,Mercedes-Benz,Mercedes-Benz AMG,87000.0,30000,4000.0,20837,Twin-Turbocharged 4.0-Liter V8
8232,8232,2008,Mercedes-Benz,Mercedes-Benz W211 E-Class,22750.0,70000,3500.0,32960,3.5-Liter V6
8233,8233,2005,Jeep,Jeep Wrangler,26750.0,42000,4000.0,72701,4.0-Liter Inline-Six
8235,8235,2012,Maserati,Maserati GranTurismo,38260.0,24000,4700.0,76119,4.7-Liter V8
8236,8236,2002,Porsche,Porsche 996 911,34750.0,100000,3600.0,33411,3.6-Liter Flat-Six
8238,8238,1978,Ford,Ford Bronco 2nd Generation 1978-1979,38000.0,89000,6554.8,82801,400ci V8
8243,8243,2006,BMW,BMW X5,14250.0,92000,4800.0,92037,4.8-Liter N62 V8 
8244,8244,1967,Jaguar,Jaguar XKE Series I,26000.0,40000,4200.0,11577,4.2-Liter Inline-Six
8245,8245,2005,Ford,Ford Excursion,29000.0,90000,6000.0,8093,6.0L Power Stroke Turbodiesel V8
8246,8246,1966,Chevrolet,Chevrolet Corvair,15750.0,6000,2687.468,33020,164ci Flat-Six
8249,8249,2006,Lotus,Lotus Exige,65000.0,29000,1800.0,21075,1.8-Liter 2ZZ Inline-Four
8251,8251,1965,Porsche,Porsche 356,112000.0,46000,1600.0,32082,1.6-Liter Flat-Four
8253,8253,1974,Triumph,Triumph TR6,19323.0,28000,2500.0,33076,2.5-Liter Inline-Six
8254,8254,2021,Ford,Ford U725 Bronco,60122.0,1000,2700.0,10536,Twin-Turbocharged 2.7-Liter V6
8255,8255,2013,Mercedes-Benz,Mercedes-Benz R231 SL,59000.0,18000,4600.0,30060,Twin-Turbocharged 4.6-Liter V8
8256,8256,2014,Aston Martin,Aston Martin Vanquish,117500.0,10000,5900.0,92663,5.9L V12
8257,8257,2013,Mercedes-Benz,Mercedes-Benz Gelandewagen,65656.0,50000,5500.0,76119,M273 5.5-Liter V8
8258,8258,1972,MG,MG Midget,12333.0,10000,1275.0,80524,"1,275cc Inline-Four"
8259,8259,1988,Toyota,Toyota 4Runner,26250.0,158000,1900.0,98683,VW 1.9L Turbodiesel Inline-Four 
8260,8260,1984,Ford,Ford F-Series 1980-1986,33000.0,23000,5800.0,82801,5.8-Liter HO V8
8261,8261,1972,Chevrolet,Chevrolet Pickup,37100.0,2000,7439.698,90025,454ci V8
8262,8262,2015,Ford,Ford Mustang S550,36250.0,11000,5000.0,60013,Supercharged 5.0-Liter V8
8263,8263,2010,Porsche,Porsche 997 911,72000.0,25000,3800.0,73120,3.8-Liter Flat-Six
8267,8267,1997,Honda,Honda Motorcycles,12750.0,12000,919.0,8822,919cc DOHC Inline-Four
8268,8268,1974,Honda,Honda Motorcycles,15250.0,6000,736.0,30043,736cc SOHC Inline-Four
8269,8269,2004,Mercedes-Benz,Mercedes-Benz AMG,25500.0,39000,5400.0,96701,Supercharged 5.4-Liter V8
8270,8270,2002,BMW,BMW 2002,15555.0,72000,2000.0,7936,2.0L Inline-Four
8271,8271,2009,Cadillac,Cadillac XLR,37000.0,32000,4600.0,1089,4.6-Liter Northstar V8
8272,8272,2005,Bentley,Bentley Continental GT,41250.0,30000,6000.0,33966,Twin-Turbocharged 6.0L W12
8273,8273,2002,BMW,BMW X5,10000.0,104000,4600.0,37363,4.6-Liter V8 
8274,8274,2008,Audi,Audi R8,95000.0,5000,4200.0,7660,4.2-Liter FSI V8
8276,8276,2005,Lotus,Lotus Elise,46750.0,20000,1800.0,8041,1.8-liter 2ZZ Inline-Four
8278,8278,1997,Chevrolet,Chevrolet Tahoe GMT400,23100.0,46000,5700.0,34787,5.7-Liter V8
8280,8280,1999,Porsche,Porsche 996 911,35250.0,81000,3400.0,92663,3.4-Liter Flat-Six
8281,8281,2010,Land Rover,Land Rover Range Rover L322,21250.0,54000,5000.0,33314,5.0-Liter V8
8282,8282,1988,Toyota,Toyota Land Cruiser 60-Series,32500.0,173000,4000.0,5401,4.0-Liter Inline-Six
8285,8285,1998,BMW,BMW Z3,10250.0,45000,1900.0,12590,1.9-Liter Inline-Four
8286,8286,1987,Mercedes-Benz,Mercedes-Benz W126 S-Class,12500.0,70000,5500.0,27606,5.5-Liter V8
8287,8287,2000,Porsche,Porsche 986 Boxster,20000.0,48000,3200.0,94588,3.2-Liter Flat-Six
8290,8290,2010,Dodge,Dodge Challenger,24250.0,12000,5700.0,53114,5.7-Liter Hemi V8
8291,8291,1967,Chevrolet,Chevrolet Corvette C2,75000.0,51000,6997.249,40026,Numbers-Matching 427ci V8
8293,8293,2000,BMW,BMW Z3 M Roadster,19750.0,38000,3200.0,19426,3.2-Liter Inline-Six
8294,8294,2000,Ford,Ford Excursion,20000.0,153000,7300.0,1501,7.3-Liter Power Stroke Turbodiesel V8
8295,8295,2021,Mercedes-Benz,Mercedes-Benz Gelandewagen,225000.0,19000,4000.0,80236,Twin-Turbocharged 4.0-Liter V8
8297,8297,1997,Ford,Ford F-Series 1992-1997,25000.0,114000,7300.0,24258,7.3-Liter Power Stroke Turbodiesel V8
8298,8298,2003,Mazda,Mazda Miata,13100.0,17000,1800.0,48442,1.8-Liter Inline-Four
8299,8299,1970,Pontiac,Pontiac GTO,31791.0,24000,6554.8,60068,400ci V8
8300,8300,1993,Land Rover,Land Rover Defender 110 NAS,94110.0,110000,3900.0,90064,Replacement 3.9-Liter V8
8301,8301,2005,Lexus,Lexus LX SUV,21750.0,101000,4700.0,46033,4.7-Liter V8
8302,8302,1992,Chevrolet,Chevrolet Corvette C4,16000.0,45000,5700.0,1056,5.7-Liter LT1 V8
8303,8303,2003,Jeep,Jeep Wrangler,48000.0,4000,4000.0,63011,4.0-Liter Inline-Six
8304,8304,1991,Volvo,Volvo 240,8800.0,73000,2300.0,85020,2.3-Liter Inline-Four
8305,8305,2005,Mercedes-Benz,Mercedes-Benz R230 SL,30000.0,11000,5000.0,95003,5.0-Liter V8
8306,8306,1997,Mercedes-Benz,Mercedes-Benz R129 SL,20500.0,9000,5000.0,93730,5.0-Liter V8
8307,8307,1963,Mercedes-Benz,Mercedes-Benz 190SL,126000.0,50000,1900.0,94608,Numbers-Matching 1.9L Inline-Four
8308,8308,2015,BMW,BMW F06/F12/F13 M6,61500.0,24000,4400.0,95062,Twin-Turbocharged 4.4L 32V V8
8309,8309,2001,Toyota,Toyota Pickup,16000.0,111000,4700.0,85260,4.7-Liter V8
8310,8310,1966,Honda,Honda Motorcycles,13678.0,1000,444.0,98110,444cc DOHC Parallel Twin
8311,8311,1959,Ford,Ford F-Series 1957-1960,17750.0,50000,4785.004,44140,292ci V8
8313,8313,1978,Chevrolet,Chevrolet Corvette C3,57000.0,18000,5735.45,36303,350ci L48 V8
8314,8314,1947,Dodge,Dodge Pickup,18000.0,168000,3900.0,8534,Fuel-Injected 3.9-liter Magnum V6
8315,8315,2016,Ferrari,Ferrari F12berlinetta,255000.0,6000,6300.0,85260,6.3L V12
8316,8316,2005,BMW,BMW E46 M3,50500.0,21000,3200.0,91502,3.2-Liter Inline-Six
8317,8317,1996,Jeep,Jeep Cherokee,23500.0,13000,4000.0,32082,4.0-Liter Inline-Six
8318,8318,2007,Audi,Audi S4,16750.0,115000,4200.0,75078,4.2-Liter V8
8319,8319,1952,Bentley,Bentley Mark VI,26000.0,23000,4500.0,15202,4.5-Liter Straight-Six 
8320,8320,1974,Jaguar,Jaguar XKE Series III,118000.0,74000,5300.0,60098,5.3-Liter V12
8322,8322,1981,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,21750.0,30000,4998.035,98230,305ci V8
8323,8323,1990,Porsche,Porsche 964 911,44964.0,67000,3600.0,92201,3.6-Liter Flat-Six
8326,8326,2008,Ferrari,Ferrari F430,170500.0,9000,4300.0,8534,4.3-Liter V8
8327,8327,2002,Porsche,Porsche 996 Turbo,64000.0,51000,3600.0,37064,Twin-Turbocharged 3.6L Flat-Six
8329,8329,2006,Porsche,Porsche 997 911,52411.0,13000,3800.0,44302,3.8-liter Flat-Six
8330,8330,2004,BMW,BMW E46 3-Series Convertible,15900.0,60000,3000.0,7644,3.0-Liter Inline-Six
8332,8332,2006,Lamborghini,Lamborghini Gallardo,140000.0,6000,5000.0,89178,5.0-Liter V10
8335,8335,2000,Chevrolet,Chevrolet Pickup,23000.0,44000,6500.0,7074,6.5-Liter Turbodiesel V8 
8336,8336,2004,Mercedes-Benz,Mercedes-Benz R230 SL,30500.0,38000,5500.0,85260,Twin-Turbocharged 5.5-Liter V12
8337,8337,1963,Pontiac,Pontiac Bonneville,20000.0,47000,6374.543000000001,90405,389ci V8
8338,8338,1995,Ford,Ford Bronco 4th-5th Generations 1987-1996,19756.0,215000,4948.874,91342,302ci V8
8339,8339,1988,Mercedes-Benz,Mercedes-Benz R107 SL,18000.0,181000,5500.0,93940,5.5-Liter V8
8341,8341,1986,Porsche,Porsche 930 Turbo,166911.0,55000,3300.0,70669,Turbocharged 3.3-Liter Flat-Six
8342,8342,1991,Ferrari,Ferrari Testarossa,144999.0,19000,4900.0,3032,4.9-Liter Flat-Twelve
8343,8343,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,52000.0,49000,7439.698,2840,Replacement 454ci V8 
8344,8344,1969,Ford,Ford Mustang 1964.5-1966,26250.0,92000,4260.62,5446,260ci V8
8345,8345,1997,Toyota,Toyota Land Cruiser 80-Series,20000.0,227000,4500.0,94618,4.5-Liter 1FZ-FE Inline-Six
8346,8346,1969,Porsche,Porsche 912,59000.0,98000,1600.0,44094,Replacement 1.6-liter Flat-Four
8348,8348,1974,BMW,BMW E9 Coupe,108000.0,159000,3000.0,60302,3.0-Liter Inline-Six
8349,8349,1995,Ford,Ford F-Series 1992-1997,11000.0,82000,5000.0,64016,5.0-Liter V8
8351,8351,2018,Mercedes-Benz,Mercedes-Benz AMG GT,163500.0,33000,4000.0,33178,Twin-Turbocharged 4.0-Liter V8
8352,8352,2007,BMW,BMW Z4 M Coupe,36750.0,34000,3200.0,94599,3.2-Liter S54 Inline-Six
8356,8356,1979,Chevrolet,Chevrolet K5 Blazer 1973-1991,12529.0,49000,5735.45,77044,Replacement 350ci V8
8359,8359,1984,Maserati,Maserati Coupe & Spyder,19000.0,29000,2800.0,80904,Twin-Turbocharged 2.8-Liter V6
8360,8360,1965,Chevrolet,Chevrolet Corvette C2,74000.0,70000,5358.549,33903,Numbers-Matching 327ci V8
8361,8361,2012,BMW,BMW E90/E92/E93 M3,71000.0,17000,4000.0,11743,4.0-Liter V8
8362,8362,2000,Alfa Romeo,Alfa Romeo 105/115 Series Spider,25750.0,88000,2000.0,94598,Fuel-Injected 2.0L Inline-Four
8363,8363,2010,Mercedes-Benz,Mercedes-Benz W221 S-Class,26000.0,94000,5500.0,44133,Twin-Turbocharged 5.5-Liter V12
8364,8364,2002,BMW,BMW 2002,14696.0,93000,2000.0,8902,2.0-Liter M10 Inline-Four
8365,8365,1983,Datsun,Datsun 280ZX,18030.0,116000,2800.0,30060,Turbocharged 2.8-Liter Inline-Six
8366,8366,2014,Land Rover,Land Rover Range Rover L405,57500.0,43000,5000.0,92627,5.0L Supercharged V8
8368,8368,1965,GMC,GMC Pickup,49000.0,6000,5700.0,91320,5.7-liter Vortec V8
8370,8370,1999,Porsche,Porsche 996 911,22250.0,51000,3400.0,14519,3.4-Liter Flat-Six
8371,8371,2007,Mercedes-Benz,Mercedes-Benz E55 & E63 AMG Wagon,34000.0,75000,6200.0,18966,6.2-Liter V8
8372,8372,1992,GMC,GMC Typhoon,37150.0,35000,4300.0,85260,Turbocharged 4.3-Liter V6
8373,8373,2001,Lexus,Lexus LX SUV,16500.0,249000,4700.0,95476,4.7-Liter V8
8374,8374,1973,Chevrolet,Chevrolet Corvette C3,29000.0,80000,5735.45,73170,350ci L82 V8
8376,8376,2006,Porsche,Porsche 987 Cayman,36500.0,18000,3400.0,48301,3.4-Liter Flat-Six
8379,8379,2000,Porsche,Porsche 986 Boxster,19000.0,33000,3200.0,92867,3.2-Liter Flat-Six
8380,8380,1963,Buick,Buick Riviera,25000.0,30000,6571.187,92067,401ci Nailhead V8
8381,8381,1994,Chevrolet,Chevrolet Corvette C4,13000.0,24000,5700.0,77511,5.7-Liter LT1 V8
8382,8382,2008,Porsche,Porsche Cayenne,22500.0,90000,4800.0,34771,4.8-liter V8
8383,8383,2007,Audi,Audi RS4,28000.0,79000,4200.0,94024,4.2-liter V8
8384,8384,2000,Fiat,Fiat 124 Spider,12764.0,57000,2000.0,91205,2.0-Liter DOHC Inline-Four
8386,8386,1970,Jaguar,Jaguar XKE Series II,23500.0,31000,4200.0,91203,4.2L Twin-Cam Inline-Six
8387,8387,1994,BMW,BMW E36 3-Series,24750.0,38000,2500.0,27606,2.5-Liter Inline-Six
8388,8388,2011,Audi,Audi R8,130500.0,15000,5200.0,43082,5.2-Liter V10
8389,8389,1971,Chevrolet,Chevrolet Pickup,18800.0,36000,5735.45,78624,350ci V8
8390,8390,2011,Mercedes-Benz,Mercedes-Benz AMG,36500.0,36000,6200.0,78624,6.2-Liter M156 V8
8391,8391,1992,Porsche,Porsche 964 911,70500.0,50000,3600.0,14424,3.6-Liter M64 Flat-Six
8392,8392,1995,Nissan,Nissan 240SX,15250.0,79000,2400.0,98248,2.4-Liter KA24DE Inline-Four
8393,8393,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,30250.0,53000,5735.45,13658,Replacement 350ci V8
8394,8394,1997,Dodge,Dodge Pickup,18750.0,39000,5900.0,94588,5.9-Liter Magnum V8
8396,8396,2012,Porsche,Porsche 997 Turbo,95500.0,62000,3800.0,91945,Twin-Turbocharged 3.8L Flat-Six
8397,8397,1965,Ford,Ford Mustang 1964.5-1966,23000.0,87000,4735.843,63764,289ci V8
8398,8398,2000,Mercedes-Benz,Mercedes-Benz R129 SL,17500.0,41000,5000.0,92590,5.0-Liter V8
8399,8399,1988,Chevrolet,Chevrolet Pickup,21750.0,63000,5700.0,76801,5.7-Liter V8
8400,8400,2005,Porsche,Porsche 987 Boxster,32750.0,15000,3200.0,85748,3.2-Liter Flat-Six
8401,8401,1989,Chevrolet,Chevrolet Suburban,19000.0,44000,5700.0,92627,5.7-Liter V8
8402,8402,2008,BMW,BMW Z4 Roadster E85,26000.0,13000,3000.0,7074,3.0-Liter N52 Inline-Six
8403,8403,1985,Volkswagen,Volkswagen Vanagon,10500.0,202000,2000.0,95628,2.0L Ford Zetec Inline-Four 
8404,8404,2002,Porsche,Porsche 996 Turbo,74000.0,21000,3600.0,10549,Twin-Turbocharged 3.6L Flat-Six
8405,8405,2003,Ford,Ford F-150 SVT Lightning,38555.0,36000,5400.0,98501,Supercharged 5.4-Liter V8
8406,8406,2003,Mercedes-Benz,Mercedes-Benz R230 SL,20600.0,40000,5000.0,92627,5.0-Liter V8
8407,8407,2011,Mercedes-Benz,Mercedes-Benz SLS AMG,218500.0,10000,6200.0,90210,6.2-Liter V8 
8408,8408,1967,Morgan,Morgan 4/4,14750.0,16000,1500.0,8723,1.5-Liter Ford Inline-Four
8409,8409,1971,Ford,Ford Bronco U13/U14/U15 1966-1977,52000.0,19000,5751.837,75077,Replacement 351ci V8
8410,8410,2003,Porsche,Porsche 996 911,27300.0,40000,3600.0,75069,3.6-Liter M96 Flat-Six
8411,8411,1957,Chevrolet,Chevrolet Tri-5,87000.0,1000,4637.521,93444,283ci V8
8413,8413,1969,Honda,Honda Motorcycles,6100.0,2000,72.0,91361,72cc Four-Stroke Single
8414,8414,1985,Mercedes-Benz,Mercedes-Benz W126 S-Class,23500.0,89000,5000.0,67219,5.0-Liter V8
8415,8415,2002,Porsche,Porsche 996 911,33250.0,31000,3600.0,33410,3.6-Liter Flat-Six
8417,8417,2001,Dodge,Dodge Viper,88555.0,19000,8000.0,30064,8.0-Liter V10
8418,8418,1957,Cadillac,Cadillac Series 62,58000.0,71000,5981.255,23228,365ci V8
8419,8419,1991,BMW,BMW E30 3-Series,27000.0,216000,3000.0,93101,3.0L S50 Inline-Six
8421,8421,1994,Porsche,Porsche 968,25800.0,50000,3000.0,94930,3.0-Liter Inline-Four
8422,8422,2004,BMW,BMW E46 M3,29500.0,82000,3200.0,20148,Supercharged 3.2-Liter Inline-Six
8423,8423,1951,Ford,Ford F-Series 1948-1952,28250.0,2000,3703.462,23233,226ci Flathead Inline-Six
8427,8427,1967,Ford,Ford Mustang 1967-1968,15805.0,95000,4735.843,96002,289ci V8
8428,8428,1965,Honda,Honda Motorcycles,12250.0,6000,305.0,37743,305cc SOHC Parallel Twin
8429,8429,1967,Pontiac,Pontiac Grand Prix,29138.0,14000,6554.8,34997,400ci V8
8430,8430,2008,Mercedes-Benz,Mercedes-Benz CLK63 AMG Black Series,121000.0,18000,6200.0,29464,6.2-Liter V8
8431,8431,2004,BMW,BMW E46 330 ZHP,16000.0,111000,3000.0,78247,3.0-Liter Inline-Six
8432,8432,1991,Saab,Saab 900,13000.0,122000,2000.0,89441,Turbocharged 2.0-Liter Inline-Four 
8434,8434,2000,BMW,BMW E39 M5,31500.0,77000,4900.0,6066,4.9-Liter V8
8436,8436,2000,Datsun,Datsun Roadster,8000.0,75000,1600.0,3031,Replacement 1.6-Liter R16 Inline-Four
8437,8437,1990,Mercedes-Benz,Mercedes-Benz R129 SL,15000.0,60000,3000.0,94010,3.0-Liter M104 Inline-Six
8439,8439,2010,Honda,Honda Element,32000.0,58000,2400.0,95032,2.4L i-VTEC Inline-Four
8440,8440,1986,Ford,Ford F-Series 1980-1986,20000.0,75000,6900.0,34491,Turbocharged 6.9-Liter Diesel V8
8441,8441,1978,Jeep,Jeep CJ-7,30200.0,8000,4981.648,6791,304ci V8 
8443,8443,2003,Ford,Ford Mustang SN95 1994-2004,36000.0,62000,4600.0,44646,4.6-Liter DOHC V8
8444,8444,1999,Chevrolet,Chevrolet Suburban,14500.0,143000,7400.0,91423,7.4-Liter Vortec V8
8445,8445,2006,Subaru,Subaru WRX STi,28700.0,44000,2500.0,94611,Turbocharged 2.5-Liter Flat-Four
8446,8446,2001,BMW,BMW Z8,197200.0,21000,4900.0,85215,4.9-Liter V8
8447,8447,1986,Bentley,Bentley SZ Saloon,17750.0,52000,6750.0,30306,6.75-Liter V8
8449,8449,2005,Ferrari,Ferrari F430,275000.0,13000,4300.0,34102,4.3-Liter V8
8450,8450,1986,Ferrari,Ferrari 328,169000.0,24000,3200.0,91208,3.2-Liter V8
8451,8451,1998,Lamborghini,Lamborghini Diablo,453000.0,53000,5700.0,92626,5.7-Liter DOHC V12
8454,8454,2003,Ford,Ford Super Duty 1999-2007,22250.0,74000,7300.0,97224,Turbodiesel 7.3-Liter Power Stroke  V8
8455,8455,1996,Jeep,Jeep Cherokee,15000.0,66000,4000.0,43205,4.0-Liter Inline-Six
8457,8457,1983,Porsche,Porsche 911SC,53000.0,49000,3000.0,10549,3.0-Liter Flat-Six
8458,8458,1961,Chevrolet,Chevrolet Corvette C1,159000.0,7000,6200.0,22980,6.2-Liter LS3 V8 
8459,8459,1994,Mercedes-Benz,Mercedes-Benz W124 E-Class,19000.0,43000,3200.0,33483,3.2-liter Inline-Six
8461,8461,1985,Toyota,Toyota Land Cruiser 60-Series,24061.0,133000,4200.0,62236,4.2-Liter 2F Inline-Six
8463,8463,1996,Chevrolet,Chevrolet Corvette C4,20250.0,12000,5700.0,15301,5.7-Liter LT1 V8
8464,8464,1986,Chevrolet,Chevrolet Suburban,50000.0,6000,5700.0,30506,5.7-Liter V8
8465,8465,1994,Mercedes-Benz,Mercedes-Benz W124 E-Class,13250.0,56000,4200.0,76119,4.2-Liter M119 V8
